name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,item_url,used
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Tri-Frozr 2 Ampere Architecture OC Graphics Card (RTX 3090 GAMING X TRIO 24G),MSI, RTX 3090 GAMING X TRIO 24G , 24 GB , GDRR6X , 335 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1785 MHz , G-Sync ,"$1,289.99 ",https://pcbuilder.net/component-details/graphics-card/msi-rtx-3090-gaming-x-trio-24g-3090gamingxtrio24g/,0
"EVGA GeForce RTX 3090 FTW3 Ultra Gaming, 24GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",EVGA, RTX 3090 FTW3 Ultra , 24 GB , GDDR6X , 300 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1800 MHz , G-Sync ,"$1,199.99 ",https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-3090-24g-p5-3987-kr/,0
"ASUS ROG Strix NVIDIA GeForce RTX 3090 White OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a",ASUS, ROG Strix RTX 3090 OC Edition , 24 GB , GDDR6X , 318.5 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1890 MHz , G-Sync ,"$1,794.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-rtx-3090-oc-edition-rog-strix-rtx3090-o24g-white/,0
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP 1875 MHz Ampere Architecture OC Graphics Card (RTX 3090 Suprim X 24G),MSI, RTX 3090 SUPRIM X 24G , 24 GB , GDDR6X , 336 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1875 MHz , G-Sync ,"$2,017.21 ",https://pcbuilder.net/component-details/graphics-card/msi-rtx-3090-suprim-x-24g-3090-suprim-x-24g/,0
"GIGABYTE AORUS GeForce RTX 3090 Xtreme 24G Graphics Card, Max Covered Cooling, 24GB 384-bit GDDR6X Video Card",Gigabyte, AORUS RTX 3090 Xtreme 24G , 24 GB , GDDR6X , 319 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1860 MHz , G-Sync ,"$3,399.99 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-aorus-rtx-3090-xtreme-24g-gv-n3090aorus-x-24gd/,0
"ASUS TUF Gaming NVIDIA GeForce RTX 3090 OC Edition Graphics Card- PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings",ASUS, TUF Gaming RTX 3090 OC Edition , 24 GB , GDDR6X , 299.9 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1770 MHz , G-Sync ,"$1,249 ",https://pcbuilder.net/component-details/graphics-card/asus-tuf-gaming-rtx-3090-oc-edition-tuf-rtx3090-o24g-gaming/,0
"GIGABYTE AORUS GeForce RTX 3090 Xtreme WATERFORCE 24G Graphics Card, WATERFORCE All-in-One Cooling System, 24GB 384-bit GDDR6X",Gigabyte, AORUS RTX 3090 Xtreme Waterforce 24G , 24 GB , GDDR6X , 252 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1785 MHz , G-Sync ,"$6,800 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-aorus-rtx-3090-xtreme-waterforce-24g-gv-n3090aorusx-w-24gd/,0
"EVGA 24G-P5-3975-KR GeForce RTX 3090 XC3 Ultra Gaming, 24GB GDDR6X, iCX3 Cooling, ARGB LED, Metal Backplate",EVGA, RTX 3090 XC3 Ultra , 24 GB , GDDR6X , 285 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1725 MHz , G-Sync ,"$1,299 ",https://pcbuilder.net/component-details/graphics-card/evga-rtx-3090-xc3-ultra-24g-p5-3975-kr/,0
"Gigabyte GeForce RTX 3090 GAMING OC 24G Graphics Card, 3x WINDFORCE Fans, 24GB 384-Bit GDDR6X, GV-N3090GAMING OC-24GD Video Card",Gigabyte, RTX 3090 Gaming OC 24G , 24 GB , GDDR6X , 320 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1755 MHz , G-Sync ,"$1,299 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-rtx-3090-gaming-oc-24g-gv-n3090gaming-oc-24gd/,0
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3090 VENTUS 3X 24G OC),MSI, RTX 3090 VENTUS 3X 24G OC , 24 GB , GDDR6X , 305 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1725 MHz , G-Sync ,"$1,269.90 ",https://pcbuilder.net/component-details/graphics-card/msi-rtx-3090-ventus-3x-24g-oc-3090-ven-3x-24g-oc/,0
"ZOTAC Gaming GeForce RTX 3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling",ZOTAC, RTX 3090 Trinity OC 24GB , 24 GB , GDDR6X , 317.8 mm , PCIe x16 , GeForce RTX 3090 , 1395 MHz , 1710 MHz , G-Sync ,"$1,215 ",https://pcbuilder.net/component-details/graphics-card/zotac-rtx-3090-trinity-oc-24gb-zt-a30900j-10p/,0
MSI Gaming GeForce RTX 3080 Ti 12GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3080 Ti Gaming X Trio 12G),MSI, RTX 3080 Ti Gaming X Trio 12G , 12 GB , GDDR6X , 324 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1770 MHz , G-Sync ,$959.99 ,https://pcbuilder.net/component-details/graphics-card/msi-rtx-3080-ti-gaming-x-trio-12g/,0
"EVGA GeForce RTX 3080 Ti FTW3 Ultra Gaming, 12G-P5-3967-KR, 12GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",EVGA, RTX 3080 Ti FTW3 Ultra , 12 GB , GDDR6X , 300 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1800 MHz , G-Sync ,"$1,084.50 ",https://pcbuilder.net/component-details/graphics-card/evga-rtx-3080-ti-ftw3-ultra-12g-p5-3967-kr/,0
EVGA GeForce RTX 3080 Ti XC3 ULTRA GAMING 12G-P5-3955-KR 12GB GDDR6X Graphics Card,EVGA, RTX 3080 Ti XC3 ULTRA , 12 GB , GDDR6X , 300 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1725 MHz , G-Sync ,$999 ,https://pcbuilder.net/component-details/graphics-card/evga-rtx-3080-ti-xc3-ultra-12g-p5-3955-kr/,0
MSI Gaming GeForce RTX 3080 Ti 12GB GDRR6X 320-Bit HDMI/DP Nvlink Tri-Frozr 2 Ampere Architecture OC Graphics Card (RTX 3080 Ti Ventus 3X 12G OC),MSI, RTX 3080 Ti Ventus 3X 12G OC , 12 GB , GDDR6X , 305 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1695 MHz , G-Sync ,$929.99 ,https://pcbuilder.net/component-details/graphics-card/msi-rtx-3080-ti-ventus-3x-12g-oc/,0
Gigabyte GeForce RTX 3080 Ti VISION OC 12GB Graphics Card,Gigabyte, RTX 3080 Ti VISION OC 12GB , 12 GB , GDDR6X , 320 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1770 MHz , G-Sync ,"$1,202.99 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-rtx-3080-ti-vision-oc-12gb-gv-n308tvision-oc-12gd/,0
"GIGABYTE AORUS GeForce RTX 3080 Ti Xtreme 10G Graphics Card, Max Covered Cooling, 12GB 384-bit GDDR6X Video Card",Gigabyte, AORUS RTX 3080 Ti Xtreme 10G , 12 GB , GDDR6X , 320 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1770 MHz , G-Sync ,"$1,699.99 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-aorus-rtx-3080-ti-xtreme-10g-gv-n308taorus-x-12gd/,0
ZOTAC GAMING GEFORCE RTX 3080 Ti Trinity OC 12GB,ZOTACGAMING, RTX 3080 Ti Trinity OC 12GB , 12 GB , GDDR6X , 317.8 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1695 MHz , G-Sync ,"$1,049.99 ",https://pcbuilder.net/component-details/graphics-card/zotac-gaming-rtx-3080-ti-trinity-oc-12gb-zt-a30810j-10p/,0
"INNO3D GeForce RTX 3080 Ti iChill X4 LHR, 12288 MB GDDR6X",Inno3D, RTX 3080 Ti iChill X4 , 12 GB , GDDR6X , 300 mm , PCIe x16 , GeForce RTX 3080 Ti , 1365 MHz , 1710 MHz , G-Sync ,"$1,705 ",https://pcbuilder.net/component-details/graphics-card/inno-3d-rtx-3080-ti-ichill-x4-c308t4-126xx-1810va36/,0
XFX Speedster MERC319 Radeon RX 6800XT Black 16GB GDDR6 HDMI DisplayPort USB-C PCIe 4.0 Gaming Graphics Card,XFX, Speedster MERC319 RX-68XTACBD9 , 16 GB , GDDR6 , 340 mm , PCIe x16 , Radeon RX 6800 XT , 1925 MHz , 2360 MHz , FreeSync ,"$1,698.99 ",https://pcbuilder.net/component-details/graphics-card/xfx-speedster-merc319-rx-68xtacbd9-rx-68xtacbd9/,0
Sapphire Radeon RX 6800 XT Pulse OC 16G Graphics Card,SAPPHIRE, RX 6800 XT Pulse OC , 16 GB , GDDR6 , 313 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2310 MHz , FreeSync ,$699.99 ,https://pcbuilder.net/component-details/graphics-card/sapphire-rx-6800-xt-pulse-oc-11304-03-20g/,0
"PowerColor Red Devil AMD Radeon�?RX 6800 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA�?2, Raytracing, PCI Express 4.0",PowerColor, Red Devil RX 6800XT 16GB OC , 16 GB , GDDR6 , 320 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2340 MHz , FreeSync ,$742.49 ,https://pcbuilder.net/component-details/graphics-card/powercolor-red-devil-rx-6800xt-16gb-oc-axrx-6800xt-16gbd6-3dhe-oc/,0
MSI Gaming Radeon RX 6800 XT 16GB GDRR6 256-Bit HDMI/DP 2285 MHz RDNA 2 Architecture OC Graphics Card (RX 6800 XT Gaming X Trio 16G),MSI, RX 6800 XT Gaming X Trio 16G , 16 GB , GDDR6 , 324 mm , PCIe x16 , Radeon RX 6800 XT , 1850 MHz , 2285 MHz , FreeSync ,"$1,349.90 ",https://pcbuilder.net/component-details/graphics-card/msi-rx-6800-xt-gaming-x-trio-16g-radeon-rx-6800-xt-gaming-x-trio-16g/,0
ASRock RX 6800 XT PG D 16G OC AMD Radeon RX6800XT Graphics Board 16GB,ASRock, RX 6800 XT PG D , 16 GB , GDDR6 , 330 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2310 MHz , FreeSync ,$701.50 ,https://pcbuilder.net/component-details/graphics-card/asrock-rx-6800-xt-pg-d-90-ga28zz-00uanf/,0
Sapphire Nitro+ AMD Radeon RX 6800 XT PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology, RX 6800 XT Nitro+ , 16 GB , GDDR6 , 310 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2285 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6800-xt-nitro-plus-11304-02-20g/,0
Sapphire Nitro+ AMD Radeon RX 6800 XT SE PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology, RX 6800 XT Nitro+ , 16 GB , GDDR6 , 310 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2190 MHz , FreeSync ,"$1,347.77 ",https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6800-xt-nitro-plus-11304-01-20g/,0
"ASUS ROG Strix LC AMD Radeon RX 6800 XT OC Edition Gaming Graphics Card ( PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Full-Coverage Cold Plate",ASUS, ROG Strix LC RX 6800 XT OC Edition , 16 GB , GDDR6 , 277 mm , PCIe x16 , Radeon RX 6800 XT , 1825 MHz , 2360 MHz , FreeSync ,"$1,049.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-lc-rx-6800-xt-oc-edition-rog-strix-lc-rx6800xt-o16g-gaming/,0
"ZOTAC Gaming GeForce RTX 3080 Trinity 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting",ZOTAC, GeForce RTX 3080 Trinity , 10 GB , GDDR6X , 317.8 mm , PCI Express 4.0 x16 , GeForce RTX 3080 , 1440 MHz , 1710 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/zotac-geforce-rtx-3080-trinity-zt-a30800d-10p/,0
"ASUS TUF Gaming NVIDIA GeForce RTX 3080 OC Edition Graphics Card (PCIe 4.0, 10GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-Grade Certification, GPU Tweak II)",ASUS, GeForce RTX 3080 OC Edition , 10 GB , GDDR6 , 297 mm , PCIe 4.0x16 , GeForce RTX 3080 , 1440 MHz , 1740 MHz , G-Sync ,$995 ,https://pcbuilder.net/component-details/graphics-card/asus-geforce-rtx-3080-oc-edition-90yv0fb1-m0am00/,0
"ASUS TUF Gaming NVIDIA GeForce RTX 3080 Graphics Card (PCIe 4.0, 10GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-Grade Certification, GPU Tweak II)",ASUS, GeForce RTX 3080 , 10 GB , GDDR6 , 285 mm , PCI-Express 4.0 x16 , GeForce RTX 3080 , 1440 MHz , 1710 MHz , G-Sync ,"$1,898.97 ",https://pcbuilder.net/component-details/graphics-card/asus-geforce-rtx-3080-90yv0fb0-m0am00/,0
PNY GeForce RTX 3080 10GB XLR8 Gaming Revel Epic-X RGB Triple Fan Graphics Card,PNY, GeForce RTX 3080 , 10 GB , GDDR6X , 293.87 mm , PCI Express 4.0 x16 , GeForce RTX 3080 , 1440 MHz , 1710 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/pny-geforce-rtx-3080-vcg308010tfxppb/,0
PNY GeForce RTX 3080 10GB XLR8 Gaming Uprising Epic-X RGB Triple Fan Graphics Card,PNY, GeForce RTX 3080 , 10 GB , GDDR6 , 294 mm , PCIe 4.0x16 , GeForce RTX 3080 , 1440MHz , 1710 MHz , G-Sync ,$899 ,https://pcbuilder.net/component-details/graphics-card/pny-geforce-rtx-3080-vcg308010tfxmpb/,1
MSI Gaming GeForce RTX 3080 10GB GDRR6X 320-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3080 Ventus 3X 10G OC),MSI, GeForce RTX 3080 VENTUS 3X , 10 GB , GDDR6 , 297 mm , PCIe 4.0 x16 , GeForce RTX 3080 , 1470 MHz , 1710 MHz , G-Sync ,"$2,600 ",https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-3080-ventus-3x/,0
"ZOTAC GAMING GeForce RTX 3080 Trinity OC 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling",ZOTAC, RTX 3080 Trinity OC 10GB , 10 GB , GDDR6X , 317.8 mm , PCIe x16 , GeForce RTX 3080 , 1440 MHz , 1725 MHz , G-Sync ,"$1,459 ",https://pcbuilder.net/component-details/graphics-card/zotac-rtx-3080-trinity-oc-10gb-zt-a30800j-10p/,0
MSI Gaming GeForce RTX 3080 10GB GDRR6X 320-Bit HDMI/DP 1920 MHz Ampere Architecture OC Graphics Card,MSI, RTX 3080 Suprim X 10G , 10 GB , GDDR6X , 336 mm , PCIe x16 , GeForce RTX 3080 , 1440 MHz , 1920 MHz , G-Sync ,"$1,399.99 ",https://pcbuilder.net/component-details/graphics-card/msi-rtx-3080-suprim-x-10g/,0
"PowerColor Fighter AMD Radeon RX 6800 Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0",PowerColor, Fighter Radeon RX 6800 , 16 GB , GDDR6 , 300 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2155 MHz , FreeSync ,"$1,193 ",https://pcbuilder.net/component-details/graphics-card/powercolor-fighter-radeon-rx-6800-1a1-g00342000g/,0
"PowerColor Red Devil AMD Radeon RX 6800 Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0",PowerColor, Red Devil RX 6800 OC , 16 GB , GDDR6 , 320 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2190 MHz , FreeSync ,"$1,399.99 ",https://pcbuilder.net/component-details/graphics-card/powercolor-red-devil-rx-6800-oc-axrx-6800-16gbd6-3dhe-oc/,0
Sapphire Nitro+ AMD Radeon RX 6800 PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology, RX 6800 Nitro+ , 16 GB , GDDR6 , 310.5 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2190MHz , FreeSync ,"$1,009.67 ",https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6800-nitro-plus-11305-01-20g/,0
"PowerColor Red Dragon AMD Radeon RX 6800 Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0",PowerColor, Red Dragon RX 6800 , 16 GB , GDDR6 , 310 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2170 MHz , FreeSync ,$562.31 ,https://pcbuilder.net/component-details/graphics-card/powercolor-red-dragon-rx-6800-axrx-6800-16gbd6-3dhr-oc/,0
XFX Speedster QICK319 AMD Radeon RX 6800 Black Gaming Graphics Card with 16GB GDDR6 HDMI 3xDP,XFX, Speedster QICK319 RX 6800 , 16 GB , GDDR6 , 340 mm , PCIe x16 , Radeon RX 6800 , 1850 MHz , 2190 MHz , FreeSync ,"$2,152.99 ",https://pcbuilder.net/component-details/graphics-card/xfx-speedster-qick319-rx-6800-rx-68xlalbd9/,0
"ASUS TUF Gaming AMD Radeon RX 6800 OC Edition Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings",ASUS, TUF RX 6800 OC Edition , 16 GB , GDDR6 , 310 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2190 MHz , FreeSync ,$764.99 ,https://pcbuilder.net/component-details/graphics-card/asus-tuf-rx-6800-oc-edition-tuf-rx6800-o16g-gaming/,0
Sapphire 11305-02-20G Pulse AMD Radeon RX 6800 PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology, RX 6800 Pulse , 16 GB , GDDR6 , 303 mm , PCIe x16 , Radeon RX 6800 , 1700 MHz , 2170 MHz , FreeSync ,$599.99 ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6800-pulse-11305-02-20g/,0
NVIDIA Titan RTX Graphics Card,NVIDIA, TITAN RTX , 24 GB , GDDR6 , 266.7 mm , PCIe x16 , TITAN RTX , 1350 MHz , 1770 MHz , G-Sync ,"$3,399.99 ",https://pcbuilder.net/component-details/graphics-card/nvidia-titan-rtx-900-1g150-2500-000/,0
MSI Gaming GeForce RTX 2080 Ti GDRR6 352-bit HDMI/DP/USB Ray Tracing Turing Architecture Liquid Cooling Graphics Card,MSI, GeForce RTX 2080 Ti SEA HAWK X , 11 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1755 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2080-ti-sea-hawk-x/,0
ASUS ROG STRIX GeForce RTX 2080TI-O11G Overclocked 11G GDDR6 HDMI DP 1.4 USB Type-C Gaming Graphics Card,ASUS, ROG STRIX GeForce RTX 2080TI , 11 GB , GDDR6 , 304.7 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1665 MHz , G-Sync ,"$3,299.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-geforce-rtx-2080ti-rog-strix-rtx2080ti-o11g-gaming/,0
NVIDIA GEFORCE RTX 2080 Ti Founders Edition,NVIDIA, GeForce RTX 2080 Ti , 11 GB , GDDR6 , 267 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1635 MHz , G-Sync ,"$1,798 ",https://pcbuilder.net/component-details/graphics-card/nvidia-geforce-rtx-2080-ti-900-1g150-2530-000/,0
MSI GAMING GeForce RTX 2080 Ti GDRR6 352-bit HDMI/DP/USB Ray Tracing Turing Architecture Graphics Card,MSI, GeForce RTX 2080 Ti GAMING X TRIO , 11 GB , GDDR6 , 327 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1755 MHz , G-Sync ,$749.99 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2080-ti-gaming-x-trio-912-v371-010/,1
ZOTAC GAMING GeForce RTX 2080 Ti AMP 11GB GDDR6 352-Bit SPECTRA RGB LED Metal Backplate Graphics Card,ZOTAC, ZT-T20810D-10P , 11 GB , GDDR6 , 308 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1665 MHz , G-Sync ,$790 ,https://pcbuilder.net/component-details/graphics-card/zotac-zt-t20810d-10p-zt-p00020b-10p/,1
"EVGA GeForce RTX 2080 Ti Ftw3 Ultra, Overclocked, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB",EVGA, GeForce RTX 2080 Ti , 11 GB , GDDR6 , 301.925 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1755 MHz , G-Sync ,"$2,629 ",https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2080-ti-11g-p4-2487-kr/,0
"EVGA GeForce RTX 2080 Ti Black Edition Gaming, 11GB GDDR6, Dual HDB Fans & RGB LED Graphics Card",EVGA, RTX 2080 Ti Black Edition , 11 GB , GDDR6 , 270 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1545 MHz , G-Sync ,"$1,599.95 ",https://pcbuilder.net/component-details/graphics-card/evga-rtx-2080-ti-black-edition-11g-p4-2281-kr/,0
ZOTAC Gaming GeForce RTX 2080 Ti Twin Fan 11GB GDDR6 352-bit Spectra RGB LED/Metal Backplate Graphics Card,ZOTAC, RTX 2080 Ti Twin Fan , 11 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1545 MHz , G-Sync ,"$1,837.71 ",https://pcbuilder.net/component-details/graphics-card/zotac-rtx-2080-ti-twin-fan-zt-t20810g-10p/,0
"EVGA GeForce RTX 2080 Ti XC ULTRA GAMING, 11GB GDDR6, Dual HDB Fans & RGB LED Graphics Card",EVGA, RTX 2080 Ti XC Ultra , 11 GB , GDDR6 , 270 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1650 MHz , G-Sync ,"$1,999.99 ",https://pcbuilder.net/component-details/graphics-card/evga-rtx-2080-ti-xc-ultra-11g-p4-2383-kr/,0
MSI Gaming GeForce RTX 2080 Ti GDRR6 352-bit HDMI/DP/USB Ray Tracing Turing Architecture Graphics Card (RTX 2080 TI Ventus 11G OC),MSI, RTX 2080 TI Ventus 11G OC , 11 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1635 MHz , G-Sync ,$799 ,https://pcbuilder.net/component-details/graphics-card/msi-rtx-2080-ti-ventus-11g-oc/,1
"ZOTAC Gaming GeForce RTX 2080 Ti Blower 11GB GDDR6 352-bit Gaming Graphics Card, Metal Backplate",ZOTAC, RTX 2080 Ti Blower , 11 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1545 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/zotac-rtx-2080-ti-blower-zt-t20810a-10p/,0
PNY GeForce RTX 2080 Ti 11GB XLR8 Gaming Overclocked Edition Graphics Card,PNY, RTX 2080 Ti 11GB XLR8 , 11 GB , GDDR6 , 301.752 mm , PCIe x16 , GeForce RTX 2080 Ti , 1350 MHz , 1635 MHz , G-Sync ,"$2,389 ",https://pcbuilder.net/component-details/graphics-card/pny-rtx-2080-ti-11gb-xlr8-vcg2080t11tfmpb-o/,0
"EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming, 08G-P5-3797-KL, 8GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",EVGA, RTX 3070 Ti FTW3 Ultra , 8 GB , GDDR6X , 300 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1860 MHz , G-Sync ,$697.95 ,https://pcbuilder.net/component-details/graphics-card/evga-rtx-3070-ti-ftw3-ultra-08g-p5-3797-kl/,0
"GIGABYTE GeForce RTX 3070 Ti Gaming OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 256-bit GDDR6X Video Card",Gigabyte, RTX 3070 Ti OC 8G , 8 GB , GDDR6X , 320 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1830 MHz , G-Sync ,$684 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-rtx-3070-ti-oc-8g-gv-n307tgaming-oc-8gd/,0
"EVGA GeForce RTX 3070 Ti XC3 Ultra Gaming, 08G-P5-3785-KL, 8GB GDDR6X, iCX3 Cooling, ARGB LED, Metal Backplate",EVGA, RTX 3070 Ti XC3 Ultra , 8 GB , GDDR6X , 285.37 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1815 MHz , G-Sync ,$698.95 ,https://pcbuilder.net/component-details/graphics-card/evga-rtx-3070-ti-xc3-ultra-08g-p5-3785-kl/,0
"ZOTAC Gaming GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, HoloBlack, IceStorm 2.0 Advanced Cooling",ZOTAC, RTX 3070 Ti AMP Holo , 8 GB , GDDR6X , 316.8 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1830 MHz , G-Sync ,$733 ,https://pcbuilder.net/component-details/graphics-card/zotac-rtx-3070-ti-amp-holo-zt-a30710f-10p/,0
"ASUS ROG Strix NVIDIA GeForce RTX 3070 Ti OC Edition Gaming Graphics Card (PCIe 4.0, 8GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design",ASUS, RTX 3070 Ti OC Edition , 8 GB , GDDR6X , 318.5 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1845 MHz , G-Sync ,$759 ,https://pcbuilder.net/component-details/graphics-card/asus-rtx-3070-ti-oc-edition-rog-strix-rtx3070ti-o8g-gaming/,0
"ASUS TUF Gaming NVIDIA GeForce RTX 3070 Ti OC Edition Graphics Card (PCIe 4.0, 8GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings",ASUS, RTX 3070 Ti OC Edition , 8 GB , GDDR6X , 299.9 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1815 MHz , G-Sync ,$654.99 ,https://pcbuilder.net/component-details/graphics-card/asus-rtx-3070-ti-oc-edition-tuf-rtx3070ti-o8g-gaming/,0
GeForce RTX 3070 Ti SUPRIM X 8G,MSI, RTX 3070Ti SUPRIM X 8G , 8 GB , GDDR6X , 335 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1875 MHz , G-Sync ,$944.04 ,https://pcbuilder.net/component-details/graphics-card/msi-rtx-3070ti-suprim-x-8g-v505-008r/,0
